COMPOUND_ID,SMILES,pIC50,source,MW,LogP,HBD,HBA,TPSA,RotBonds
AfroDb.276,COC1=CC2=C(C(C)=N[C@@H](C)C2)[C@H](OC)[C@H]1c1c(C)cc2cccc(OC)c2c1O,,AfroDb,407.21,5.05,1,5,60.28,4
AfroDb.278,COc1cc(OC)c2c(c1)[C@H](c1c(C)cc3cccc(OC)c3c1O)[C@H](C)N=C2C,,AfroDb,405.19,5.22,1,5,60.28,4
AfroDb.279,COc1cc(OC)c(-c2ccc(OC)c3c(OC)cc(C)cc23)c2c1C(C)=N[C@@H](C)C2,,AfroDb,419.21,5.6,0,5,49.28,5
AfroDb.280,COc1cc(OC)c2c(c1-c1ccc(OC)c3c(OC)cc(C)cc13)C[C@H](C)N[C@H]2C,,AfroDb,421.23,5.44,1,5,48.95,5
AfroDb.281,COc1c2c(cc(O)c1-c1c(C)cc3cc(C)cc(OC)c3c1O)C[C@H](C)N=C2,,AfroDb,391.18,4.92,2,5,71.28,3
AfroDb.283,COc1cc2c(c(O)c1OC)c(=O)c1ccccc1n2C,,AfroDb,285.1,2.41,1,5,60.69,2
AfroDb.284,COc1ccc2c(OC)c3ccoc3nc2c1OC,,AfroDb,259.08,3.01,0,5,53.72,3
AfroDb.285,COc1c2ccccc2nc2occc12,,AfroDb,199.06,2.99,0,3,35.26,1
AfroDb.286,COc1c(OC)c(OC)c2c(c1OC)c(=O)c1ccccc1n2C,,AfroDb,329.13,2.73,0,6,58.92,4
AfroDb.287,COc1c2c(c(OC)c3c1c(=O)c1cccc(OC)c1n3C)OCO2,,AfroDb,343.11,2.45,0,7,68.15,3
AfroDb.288,COc1ccc2c(=O)c3c(OC)c4c(cc3n(C)c2c1OC)OCO4,,AfroDb,343.11,2.45,0,7,68.15,3
AfroDb.289,COc1c2ccoc2nc2c(OC)c(OC[C@@H](O)C(C)(C)O)ccc12,,AfroDb,347.14,2.51,2,7,94.18,6
AfroDb.290,CCN1CC[C@H]2c3ccccc3N[C@@H]2[C@H]1CCCc1nccc2c3cc(O)ccc3n(C)c12,,AfroDb,440.26,5.43,2,5,53.32,5
AfroDb.291,CC(C)=CCc1ccc2c(c1)NC(=O)C2,,AfroDb,201.12,2.69,1,1,29.1,2
AfroDb.292,CC(C)=CCc1ccc2c([C@@H](C=C(C)C)c3ccc4cc[nH]c4c3)c[nH]c2c1,,AfroDb,368.23,7.26,2,0,31.58,5
AfroDb.293,O=Cc1ccc2[nH]ccc2c1,,AfroDb,145.05,1.98,1,1,32.86,1
AfroDb.294,CC(C)=CCc1ccc2cc[nH]c2c1,,AfroDb,185.12,3.68,1,0,15.79,2
AfroDb.295,C=C(C)/C=C/c1ccc2cc[nH]c2c1,,AfroDb,183.1,3.76,1,0,15.79,2
AfroDb.296,CC(=O)/C=C/c1ccc2cc[nH]c2c1,,AfroDb,185.08,2.77,1,1,32.86,2
AfroDb.297,CC(C)=CCC/C(C)=C/Cc1c[nH]c2ccccc12,,AfroDb,253.18,5.4,1,0,15.79,5
AfroDb.298,C=CC(C)(C)c1c[nH]c2cc(CC=C(C)C)ccc12,,AfroDb,253.18,5.14,1,0,15.79,4
AfroDb.299,C=CC(C)(C)c1c[nH]c2cc(/C=C/C(C)=O)ccc12,,AfroDb,253.15,4.23,1,1,32.86,4
AfroDb.300,COc1c2ccoc2nc2c(OC)c3c(cc12)OCO3,,AfroDb,273.06,2.73,0,6,62.95,2
AfroDb.301,COc1cc(OC)c2nc3c(c(OC)c2n1)CCO3,,AfroDb,262.1,1.59,0,6,62.7,3
AfroDb.302,COc1cc(C=O)cc(OC)c1O,,AfroDb,182.06,1.22,1,4,55.76,3
AfroDb.304,COc1cc2c(cc1OC)=C1C=Cc3cc4c(cc3[C@H]1N(C)C=2)OCO4,,AfroDb,349.13,2.03,0,5,40.16,2
AfroDb.305,CC(C)CNC(=O)/C=C/C=C/CCCCO,,AfroDb,225.17,2.03,2,2,49.33,8
AfroDb.306,C[C@H]1C=CC2=CC(=O)C[C@]2(C)[C@@H]2CCCC[C@H]21,,AfroDb,230.17,3.9,0,1,17.07,0
AfroDb.307,C/C(=C\CC/C=C(\C)CC[C@@H](O)[C@]1(C)CC[C@](C)(C(C)(C)O)O1)CC[C@@H](O)[C@@H]1CC[C@@H](C(C)(C)O)O1,,AfroDb,510.39,5.36,4,6,99.38,13
AfroDb.308,CC(=O)OC[C@](C)(O)[C@@H](O)CC/C(C)=C/CC/C=C(\C)CC/C=C(\C)CC[C@@H](O)C(C)(C)O,,AfroDb,468.35,4.75,4,6,107.22,16
AfroDb.309,C/C(=C\CC/C=C(\C)CC[C@H](O)C(C)(C)O)CC/C=C(\C)CC[C@@H](O)C(C)(C)O,,AfroDb,410.34,5.21,4,4,80.92,14
AfroDb.310,C/C(=C\CC/C=C(\C)CC[C@H](O)[C@@](C)(O)CCO)CC/C=C(\C)CC[C@@H](O)C(C)(C)O,,AfroDb,440.35,4.57,5,5,101.15,16
AfroDb.311,C=C[C@@]12COC(=O)C(=C)[C@H]1[C@@H]1OC(=O)C(=C)[C@@H]1[C@@H](OC(=O)C(=C)CO)C2,,AfroDb,360.12,0.85,1,7,99.13,4
AfroDb.312,C=C[C@@]12COC(=O)C(=C)[C@H]1[C@@H](O)[C@H](C(=C)C(C)=O)[C@@H](OC(=O)C(=C)CO)C2,,AfroDb,376.15,0.87,2,7,110.13,6
AfroDb.313,C=C1C(=O)O[C@@H]2/C=C3/CC[C@]4(O)O[C@]4(C[C@H](O[C@@H](C)C(=C)CO)[C@H]12)[C@H](O)OC3,,AfroDb,394.16,0.32,3,8,117.98,4
AfroDb.314,C=C1C(=O)O[C@@H]2/C=C3/CC[C@]4(O)O[C@]4(C[C@H](O[C@@H](O)C(=C)CO)[C@H]12)[C@H](O)OC3,,AfroDb,396.14,-0.75,4,9,138.21,4
AfroDb.315,C=C(CO)C(=O)O[C@H]1C[C@@]2(C)OC(=O)[C@H](CC)[C@]2(O)CC[C@@]2(C)O[C@H]2[C@H]2OC(=O)C(COC(C)=O)=C12,,AfroDb,508.19,0.65,2,11,158.19,6
AfroDb.316,CC(=O)OC[C@H]1[C@H]2[C@@H](OC(C)=O)C[C@@H](C)[C@](C)(CCC3=CC(=O)OC3)[C@@H]2CC[C@]12CO2,,AfroDb,434.23,3.2,0,7,91.43,6
AfroDb.317,C=C1CC[C@]2(C)CC[C@]3(C)C4=CC=C5C(=CC(=O)C(O)=C5C)[C@]4(C)CC[C@@]3(C)[C@@H]2C1,,AfroDb,404.27,7.16,1,2,37.3,0
AfroDb.318,CC1=C(O)C(=O)C=C2C1=CC=C1[C@@]2(C)CC[C@@]2(C)[C@@H]3C[C@@H](CO)CC[C@]3(C)CC[C@]12C,,AfroDb,422.28,6.22,2,3,57.53,1
AfroDb.319,CC1=C(O)C(=O)C=C2C1=CC=C1[C@@]2(C)CC[C@@]2(C)[C@@H]3C[C@H](CO)CC[C@]3(C)CC[C@]12C,,AfroDb,422.28,6.22,2,3,57.53,1
AfroDb.320,C=C1CC[C@]2(C)CC[C@]3(C)C4=CC(=O)c5c(cc(O)c(O)c5C)[C@]4(C)CC[C@@]3(C)[C@@H]2C1,,AfroDb,420.27,6.75,2,3,57.53,0
AfroDb.321,CC(C)C/C=C/C[C@H]1CC[C@@H]2[C@]1(C)CC[C@@H]1[C@H]3CC[C@H](O)C[C@]34CC[C@@]12OO4,,AfroDb,388.3,5.82,1,3,38.69,4
AfroDb.322,CC(C)[C@@]1([C@@H]2C[C@H]([C@H]3[C@H](O)C[C@H]4C5=CC[C@H]6C[C@@H](O[C@@H]7O[C@@H](CO)[C@H](O)[C@H](O)[C@@H]7O)CC[C@]6(C)[C@H]5CC[C@]34C)C(=O)O2)O[C@@H]1C,,AfroDb,634.37,2.47,5,10,158.44,6
AfroDb.323,CC(C)[C@@]1([C@@H]2C[C@H]([C@H]3[C@@H](O)C[C@H]4C5=CC[C@H]6C[C@@H](O[C@@H]7O[C@@H](CO)[C@H](O)[C@H](O)[C@@H]7O)CC[C@]6(C)[C@H]5CC[C@]34C)C(=O)O2)O[C@@H]1C,,AfroDb,634.37,2.47,5,10,158.44,6
AfroDb.324,CC(C)[C@@]1([C@@H]2C[C@H]([C@H]3C(=O)C[C@H]4C5=CC[C@H]6C[C@@H](O[C@@H]7O[C@@H](CO)[C@H](O)[C@H](O)[C@@H]7O)CC[C@]6(C)[C@H]5CC[C@]34C)C(=O)O2)O[C@@H]1C,,AfroDb,632.36,2.67,4,10,155.28,6
AfroDb.325,CC(C)[C@@](O)([C@@H]1C[C@@H]([C@H]2[C@@H](O)C[C@H]3C4=CC[C@H]5C[C@@H](O[C@@H]6O[C@@H](CO)[C@H](O)[C@H](O)[C@@H]6O)CC[C@]5(C)[C@H]4CC[C@]23C)C(=O)O1)[C@@H](C)O,,AfroDb,652.38,1.42,7,11,186.37,7
AfroDb.326,CC(C)[C@@]1([C@H]2OC(=O)[C@@H]([C@H]3CC[C@H]4C5=CC[C@H]6C[C@@H](O[C@@H]7O[C@@H](CO)[C@H](O)[C@H](O)[C@@H]7O)CC[C@]6(C)[C@H]5CC[C@]34C)[C@@H]2O)O[C@@H]1C,,AfroDb,634.37,2.47,5,10,158.44,6
AfroDb.327,CC(C)=CCc1cc(/C=C/C(=O)c2ccc(O)cc2O)cc(O)c1O,,AfroDb,340.13,3.91,4,5,97.99,5
AfroDb.328,COc1cc(C/C=C/CC(=O)c2ccc(O)cc2O)ccc1O,,AfroDb,314.12,3.18,3,5,86.99,6
AfroDb.329,COc1cc([C@H]2CC(=O)c3ccc(O)cc3O2)cc(CCC(C)C)c1O,,AfroDb,356.16,4.4,2,5,75.99,5
AfroDb.330,CC(C)=CCc1cc([C@@H]2CC(=O)c3ccc(O)cc3O2)cc(C=C(C)C)c1O,,AfroDb,378.18,5.74,2,4,66.76,4
AfroDb.331,CC(C)=CCc1cc([C@@H]2CC(=O)c3c(O)cc(O)cc3O2)cc(C=C(C)C)c1O,,AfroDb,394.18,5.44,3,5,86.99,4
AfroDb.332,CC(C)=CCc1c([C@@H]2CC(=O)c3c(O)cc(O)cc3O2)cc(C=C(C)C)c(O)c1O,,AfroDb,410.17,5.15,4,6,107.22,4
AfroDb.334,CC(C)=CCc1cc([C@@H]2CC(=O)c3c(O)cc(O)cc3O2)cc2c1OC(C)(C)CC2,,AfroDb,408.19,5.42,2,5,75.99,3
AfroDb.335,COc1ccc2c(c1CC=C(C)C)O[C@@H]1COc3cc4c(cc3[C@@]1(O)C2=O)OCO4,,AfroDb,410.14,3.16,1,7,83.45,3
AfroDb.336,O=C1c2ccc3c(c2O[C@@H]2COc4cc5c(cc4[C@@]12O)OCO5)OCO3,,AfroDb,356.05,1.37,1,8,92.68,0
AfroDb.337,COc1ccc2c(c1OC)O[C@@H]1COc3cc4c(cc3[C@@]1(O)C2=O)OCO4,,AfroDb,372.08,1.66,1,8,92.68,2
AfroDb.338,CC1(C)CCc2c(ccc3c2O[C@@H]2COc4cc5c(cc4[C@@]2(O)C3=O)OCO5)O1,,AfroDb,396.12,2.74,1,7,83.45,0
AfroDb.339,COc1cc(OC)c([C@H]2COc3c(ccc4c3CCC(C)(C)O4)C2=O)cc1OC,,AfroDb,398.17,4.17,0,6,63.22,4
AfroDb.340,CC(C)=CC/C(C)=C\COc1ccc(C(=O)/C=C/c2ccc(O)cc2)cc1,,AfroDb,362.19,5.97,1,3,46.53,8
AfroDb.342,COc1c(Cc2ccccc2O)c(O)c(Cc2ccccc2O)c(O)c1C(=O)CCc1ccccc1,,AfroDb,484.19,5.51,4,6,107.22,9
AfroDb.343,O=C(CCc1ccccc1)c1c(O)c(Cc2ccccc2O)c2c(c1O)Cc1ccccc1O2,,AfroDb,452.16,5.91,3,5,86.99,6
AfroDb.344,O=Cc1c(O)c(C=O)c(O)c(C(=O)/C=C/c2ccccc2)c1O,,AfroDb,312.06,2.32,3,6,111.9,5
AfroDb.345,Cc1c(O)c(C)c(O)c(C(=O)/C=C/c2ccccc2)c1O,,AfroDb,284.1,3.32,3,4,77.76,3
AfroDb.346,Cc1cccc2c1[C@@H]1O[C@@H](C)[C@@H](C(=O)[C@@H]3OC3(C)C)[C@H]1C(=O)O2,,AfroDb,316.13,2.35,0,5,65.13,2
AfroDb.347,Cc1cccc2c1[C@@H]1O[C@H](C)[C@@H](C(=O)[C@@H]3OC3(C)C)[C@H]1C(=O)O2,,AfroDb,316.13,2.35,0,5,65.13,2
AfroDb.348,COc1cc(C)c2ccc(=O)oc2c1/C=C/C(C)(C)O,,AfroDb,274.12,2.89,1,4,59.67,3
AfroDb.349,CCCCCCCCC[C@H](O)C#CC#C[C@@H](CC)OC(C)=O,,AfroDb,306.22,3.84,1,3,46.53,10
AfroDb.350,C=C[C@H](C#CC#C[C@@H](O)CCCCCCCCC)OC(C)=O,,AfroDb,304.2,3.61,1,3,46.53,10
AfroDb.351,C=C[C@H](C#CC#C[C@@H](O)CCCCCCCCOC(C)=O)OC(C)=O,,AfroDb,348.19,2.77,1,5,72.83,11
AfroDb.352,C=C[C@H](C#CC#C[C@H](CCCCCCCCOC(C)=O)C(C)=O)OC(C)=O,,AfroDb,374.21,3.61,0,5,69.67,12
AfroDb.354,CC1(C)C(=O)CC[C@@]2(C)[C@@H]1CC(=O)[C@]1(C)[C@H]2CC[C@@]2(C)[C@H](c3ccoc3)OC(=O)[C@H]3O[C@]321,,AfroDb,440.22,4.42,0,6,86.11,1
AfroDb.357,CC(C)C1=CC2=CC=C3C(C)(C)[C@@H](OC(=O)c4ccccc4)CC[C@]3(C)C2=C(O)C1=O,,AfroDb,418.21,5.88,1,4,63.6,3
AfroDb.358,CC(C)C1=CC2=CC=C3C(C)(C)[C@@H](OC(=O)/C=C/c4ccccc4)CC[C@]3(C)C2=C(O)C1=O,,AfroDb,444.23,6.28,1,4,63.6,4
AfroDb.359,CC(C)C1=CC2=CC=C3C(C)(C)[C@@H](OC(=O)c4ccccc4)CC[C@]3(C)C2=C(O)[C@H]1O,,AfroDb,420.23,5.67,2,4,66.76,3
AfroDb.360,CC(C)C1=CC2=CC=C3C(C)(C)[C@@H](OC(=O)c4ccccc4)CC[C@]3(C)[C@@H]2C(=O)C1=O,,AfroDb,418.21,5.26,0,4,60.44,3
AfroDb.361,CO[C@@H]1[C@H](C)CC[C@H]2C(C)=C3CCC[C@@]12O3,,AfroDb,222.16,3.27,0,2,18.46,1
AfroDb.362,C=C[C@]1(C)CC[C@]2(C)[C@H](CC[C@@H]3[C@H]2CC(=O)[C@H](O)C3(C)C)C1,,AfroDb,304.24,4.37,1,2,37.3,1
AfroDb.363,COc1cc2c(cc1OC)[C@@H]1C(=O)c3ccc4c(c3O[C@@H]1CO2)C=CC(C)(C)O4,,AfroDb,394.14,4.01,0,6,63.22,2
AfroDb.364,COc1cc2c(cc1OC)[C@]1(O)C(=O)c3ccc4c(c3O[C@@H]1CO2)C=CC(C)(C)O4,,AfroDb,410.14,3.11,1,7,83.45,2
AfroDb.365,C=C(C)[C@H]1C=Cc2c(ccc3c2O[C@@H]2COc4cc(OC)c(OC)cc4[C@@H]2C3=O)O1,,AfroDb,406.14,4.17,0,6,63.22,3
AfroDb.366,COC1=C(C(C)C)[C@]2(OC)Oc3c(cc(OC)c(C(C)C)c3OC)C[C@H]2[C@@]2(CC[C@@H]3C[C@H](OC)[C@@H](C(C)C)[C@H](OC)[C@H]3O2)C1=O,,AfroDb,630.38,6.1,0,9,90.91,9
AfroDb.367,COc1cc2c(cc1-c1cc3cc4ccoc4cc3oc1=O)OCO2,,AfroDb,336.06,3.94,0,6,71.04,2
AfroDb.368,COc1cc2c(cc1[C@@H]1C(=O)Oc3cc4occc4cc3C1=O)OCO2,,AfroDb,352.06,3.06,0,7,84.2,2
AfroDb.369,COc1cc([C@@H]2COc3cc4occc4cc3C2=O)cc(OC)c1OC,,AfroDb,354.11,3.82,0,6,67.13,4
AfroDb.370,c1cc2cc3c(cc2o1)OC[C@@H]1c2cc4c(cc2O[C@H]31)OCO4,,AfroDb,308.07,3.77,0,5,50.06,0
AfroDb.371,COc1c2c(cc3ccoc13)[C@H]1Oc3cc4c(cc3[C@H]1CO2)OCO4,,AfroDb,338.08,3.78,0,6,59.29,1
AfroDb.372,COc1ccc2c(c1OC)OC[C@@H]1c3cc4c(cc3O[C@H]21)OCO4,,AfroDb,328.09,3.04,0,6,55.38,2
AfroDb.373,O=C1C[C@]23C=CCN4CC[C@H]5c6cc7c(cc6N1[C@@]5(CC2)[C@H]43)OCO7,,AfroDb,336.15,2.41,0,4,42.01,0
AfroDb.374,O=C1C[C@@]23C=CCN4CC[C@H]5c6ccccc6N1[C@]42[C@@H]5CC3,,AfroDb,292.16,2.89,0,2,23.55,0
AfroDb.375,O=C1[C@H](O)[C@]23C=CCN4CC[C@H]5c6cc7c(cc6N1[C@@]5(CC2)[C@H]43)OCO7,,AfroDb,352.14,1.38,1,5,62.24,0
AfroDb.376,CC1(C)CC(=O)[C@@]23CC[C@]4(C)[C@@](CC[C@H]5[C@@]6(C)CCC(=O)C(C)(C)[C@@H]6CC[C@]54C)(OC2)[C@@H]3C1,,AfroDb,454.34,6.77,0,3,43.37,0
AfroDb.377,CC1(C)CC(=O)[C@@]23CC[C@]4(C)[C@@](CC[C@H]5[C@@]6(C)CC[C@H](O)C(C)(C)[C@@H]6CC[C@]54C)(OC2)[C@@H]3C1,,AfroDb,456.36,6.56,1,3,46.53,0
AfroDb.378,CC1(C)C[C@@H]2[C@@]3(CC[C@]4(C)[C@@]2(CC[C@H]2[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]24C)OC3)[C@@H](O)C1,,AfroDb,458.38,6.35,2,3,49.69,0
AfroDb.379,CC1(C)CC[C@]2(CO)C(=O)C[C@]3(C)C(=CC[C@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,,AfroDb,456.36,6.32,2,3,57.53,1
AfroDb.380,CC1(C)CC[C@]2(CO)[C@H](O)C[C@]3(C)C(=CC[C@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,,AfroDb,458.38,6.11,3,3,60.69,1
AfroDb.381,COc1c(O)cc([C@@H]2CC(=O)c3c(O)cc(O)cc3O2)cc1C=C(C)C,,AfroDb,356.13,3.94,3,6,96.22,3
AfroDb.382,CC(C)=CCc1ccc2c(c1)[C@@H]1Oc3cc(O)ccc3[C@H]1CO2,,AfroDb,308.14,4.51,1,3,38.69,2
AfroDb.383,CC(C)=CC[C@@H]1Cc2cc3c(cc2C[C@@H]1O)OC[C@@H]1c2ccc(O)cc2O[C@@H]31,,AfroDb,378.18,4.43,2,4,58.92,2
AfroDb.384,CC(C)=CCc1c(O)cc2c(c1O)C(=O)[C@H](c1ccc(O)cc1O)CO2,,AfroDb,356.13,3.38,4,6,107.22,3
AfroDb.385,COc1ccc2c(c1CC=C(C)C)O[C@@H]1c3ccc(O)cc3OC[C@@]21O,,AfroDb,354.15,3.62,2,5,68.15,3
AfroDb.386,CC(C)=CCc1ccc2c(c1)OC[C@H]1c3ccc(O)c(CC=C(C)C)c3O[C@H]21,,AfroDb,376.2,6.02,1,3,38.69,4
AfroDb.387,CC(C)=CCc1c(O)ccc2c1O[C@@H]1c3ccccc3OC[C@@H]21,,AfroDb,308.14,4.51,1,3,38.69,2
AfroDb.388,CC1(C)C=Cc2c(ccc3c2O[C@@H]2c4ccc(O)cc4OC[C@@H]32)O1,,AfroDb,322.12,4.19,1,4,47.92,0
AfroDb.389,CC1(C)CCc2cc([C@@H]3CC(=O)c4ccc(O)cc4O3)ccc2O1,,AfroDb,324.14,4.2,1,4,55.76,1
AfroDb.390,CC(C)=CC[C@H]1Cc2cc([C@@H]3CC(=O)c4ccc(O)cc4O3)ccc2O[C@H]1O,,AfroDb,380.16,4.32,2,5,75.99,3
AfroDb.391,CC(C)=CCc1cc([C@@H]2CC(=O)c3ccc(O)cc3O2)cc2c1OC(C)(C)CC2,,AfroDb,392.2,5.71,1,4,55.76,3
AfroDb.392,CC(C)=CCc1cc(/C=C/C(=O)c2ccccc2)cc(CC=C(C)C)c1O,,AfroDb,360.21,6.31,1,2,37.3,7
AfroDb.393,C=CC(C)(C)c1c[nH]c2cccc(/C=C/[C@]3(C)CCC=C[C@H]3c3ccc4c(c3)[C@H](C(C)(C)C=C)CN4)c12,,AfroDb,490.33,9.51,2,1,27.82,7
AfroDb.394,C=CC(C)(C)c1c[nH]c2cccc(/C=C\[C@@]3(C)CCC=C[C@H]3c3ccc4c(c3)[C@H](C(C)(C)C=C)CN4)c12,,AfroDb,490.33,9.51,2,1,27.82,7
AfroDb.395,C/C(=C\CO)CCC[C@H](C)CCC[C@H](C)CCCC(C)C,,AfroDb,296.31,6.36,1,1,20.23,13
AfroDb.396,CC/C=C(/C)CCC[C@H](C)CCC[C@H](C)CCCC(C)C,,AfroDb,294.33,7.78,0,0,0.0,13
AfroDb.397,CC(C)CCC[C@@H](C)CCC[C@@H](C)CCC[C@H](C)CCO,,AfroDb,298.32,6.44,1,1,20.23,14
AfroDb.398,CC(=O)OC/C=C(\C)CCC[C@H](C)CCC[C@H](C)CCCC(C)C,,AfroDb,338.32,6.93,0,2,26.3,14
AfroDb.399,CC(C)CCC[C@@H](C)CCC[C@@H](C)CCC[C@@]1(C)O[C@@H]1CO,,AfroDb,312.3,5.58,1,2,32.76,13
AfroDb.400,CC(C)CCC[C@@H](C)CCC[C@@H](C)CCC[C@@](C)(O)CC(=O)O,,AfroDb,328.3,5.65,2,2,57.53,14
AfroDb.401,CC(C)=CCC/C(C)=C/CCO,,AfroDb,168.15,3.06,1,1,20.23,5
AfroDb.402,CC(C)=CCC/C(C)=C/CC/C(C)=C/CO,,AfroDb,222.2,4.4,1,1,20.23,7
AfroDb.403,CC1(C)CC[C@@]2(CO)CC=C3[C@]4(C)CC[C@H]5C(C)(C)[C@@H](O)CC[C@]5(C)[C@H]4CC[C@@]3(C)[C@@H]2C1,,AfroDb,442.38,7.14,2,2,40.46,1
AfroDb.404,CC1(C)CC[C@@]2(C)CC=C3[C@]4(C)CC[C@H]5C(C)(C)C(=O)CC[C@]5(C)[C@H]4CC[C@@]3(C)[C@@H]2C1,,AfroDb,424.37,8.38,0,1,17.07,0
AfroDb.405,CC1(C)CC[C@@]2(C)CC=C3[C@]4(C)CC[C@H]5C(C)(C)[C@@H](O)CC[C@]5(C)[C@H]4CC[C@@]3(C)[C@@H]2C1,,AfroDb,426.39,8.17,1,1,20.23,0
AfroDb.406,CC(C)=CCC[C@H]1C(=O)O[C@H]2C[C@]3(C)C4=CC[C@@H]5C(C)(C)C(=O)CC[C@]5(C)[C@H]4C[C@@H](O)[C@@]3(C)[C@@H]21,,AfroDb,468.32,6.03,1,4,63.6,3
AfroDb.407,CC(C)=CCC[C@H]1C(=O)O[C@H]2C[C@]3(C)C4=C[C@@H](O)[C@@H]5C(C)(C)C(=O)CC[C@]5(C)[C@H]4CC[C@@]3(C)[C@@H]21,,AfroDb,468.32,6.03,1,4,63.6,3
AfroDb.408,COC(=O)[C@H](CCC=C(C)C)[C@@H]1[C@@H](O)C[C@]2(C)C3=C[C@@H](O)[C@@H]4C(C)(C)C(=O)CC[C@]4(C)[C@H]3CC[C@@]12C,,AfroDb,500.35,5.64,2,5,83.83,5
AfroDb.409,C=C[C@]1(C)CC[C@H]2[C@@H](CC[C@@H]3[C@](C)(CO)[C@@H](O)C(=O)C[C@@]32C)C1,,AfroDb,320.24,3.34,2,3,57.53,2
AfroDb.410,C=C[C@]1(C)CC[C@H]2[C@@H](CC[C@@H]3[C@](C)(CO)CC(=O)C[C@@]32C)C1,,AfroDb,304.24,4.37,1,2,37.3,2
AfroDb.411,Cc1cc2c(cc1O)[C@@]1(C)CCC(=O)C[C@H]1CC2,,AfroDb,244.15,3.27,1,2,37.3,0
AfroDb.413,C=C1C=C2[C@@]3(CC[C@H]4C(C)(C)[C@H](O)CC[C@]24C)[C@]2(C)[C@H](O)[C@@](C)(O)[C@@H]([C@@H]4CC[C@H]5C(C)(C)C(=O)CC[C@]5(C)[C@H]42)[C@@]3(C)[C@@]1(C)O,,AfroDb,608.44,6.62,4,5,97.99,0
AfroDb.414,C=C[C@@]1(C)CC[C@@H]2C=C[C@@H]3C(=C[C@H](O)[C@H](O)C3(C)C)[C@]2(C)C1,,AfroDb,302.22,3.86,2,2,40.46,1
AfroDb.415,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC/C=C(\O)C=O,,AfroDb,744.77,18.98,1,2,37.3,48
AfroDb.416,CC1(C)CCC[C@@]2(C)[C@H]1CC=C(C=O)[C@]2(O)C=O,,AfroDb,250.16,2.28,1,3,54.37,2
AfroDb.417,C=C1[C@@H](C)CC[C@]2(C)[C@@H](C=O)C(C=O)=CC[C@@H]12,,AfroDb,232.15,2.94,0,2,34.14,2
AfroDb.418,CC1(C)CCC[C@]2(C)[C@@H](C=O)C(C=O)=CC[C@@H]12,,AfroDb,234.16,3.16,0,2,34.14,2
AfroDb.419,CC1(C)CCC[C@@]2(C)[C@H]1[C@@H](O)C=C(C=O)[C@]2(O)C=O,,AfroDb,266.15,1.25,2,4,74.6,2
AfroDb.420,CC(=O)O[C@@H]1C=C(C=O)[C@](O)(C=O)[C@@]2(C)CCCC(C)(C)[C@H]12,,AfroDb,308.16,1.82,1,5,80.67,3
AfroDb.421,CC1(C)CCC[C@]2(C)[C@H](C=O)C(C=O)=CC[C@@H]12,,AfroDb,234.16,3.16,0,2,34.14,2
AfroDb.422,C=C[C@]12COC(=O)C(=C)[C@H]1[C@@H]1OC(=O)C(=C)[C@H]1C[C@@H]2O,,AfroDb,276.1,0.75,1,5,72.83,1
AfroDb.423,C=C[C@@H]1OC(=O)C(=C)[C@H]2[C@H](O)[C@@H]3C(=C)C(=O)O[C@@H]3C[C@@]12C=C,,AfroDb,302.12,1.3,1,5,72.83,2
AfroDb.424,C=C[C@]12COC(=O)C[C@H]1[C@@H]1OC(=O)C(=C)[C@H]1[C@H](OC(=O)C(=C)CO)[C@@H]2O,,AfroDb,364.12,-0.35,2,8,119.36,4
AfroDb.425,C=C[C@]12COC(=O)C(=C)[C@H]1[C@@H]1OC(=O)C[C@H]1[C@H](OC(=O)CCO)[C@@H]2O,,AfroDb,352.12,-0.51,2,8,119.36,4
AfroDb.426,C=C[C@]12[C@H](CC)OC(=O)C(=C)[C@H]1[C@@H]1OC(=O)C(=C)[C@H]1[C@H](OC(=O)CCO)[C@@H]2O,,AfroDb,392.15,0.43,2,8,119.36,5
AfroDb.427,C=C[C@]12[C@H](CC)OC(=O)C[C@H]1[C@@H]1OC(=O)C[C@H]1[C@H](OC(=O)CCO)[C@@H]2O,,AfroDb,368.15,0.1,2,8,119.36,5
AfroDb.428,C#CC1=CC=C(C#CC#CC=C)SS1,,AfroDb,213.99,2.98,0,2,0.0,0
AfroDb.429,C[C@H]1C[C@@H]2[C@H]3CC[C@H]4[C@@](C)(CCC[C@@]4(C)C(=O)O)[C@@H]3CC[C@@H]21,,AfroDb,304.24,4.98,1,1,37.3,1
AfroDb.430,C=C1C[C@H]2[C@@H]1CC=C1[C@@H]2CC[C@@H]2[C@](C)(C(=O)O)CCC[C@@]12C,,AfroDb,300.21,4.82,1,1,37.3,1
AfroDb.431,CC(C)=CCC[C@@H]1[C@H](C/C=C/C(C)C)C[C@H]2C=C(C(=O)c3ccc(O)c(O)c3)C(=O)[C@]1(C=C(C)C)C2=O,,AfroDb,504.29,6.91,2,5,91.67,9
